,strain,pathway,genus,phylum,class,order,family,BUT,PRO
1133,Subdoligranulum variabile DSM 15176 MAF 2,Ace,Subdoligranulum,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,1,0
1134,Subdoligranulum-variabile-DSM-15176-MAF-2,,Subdoligranulum,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,0,0
1135,Succinatimonas hippei,,Succinatimonas,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,0,0
1136,Succinivibrio dextrinosolvens,,Succinivibrio,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,0,0
1137,Sutterella parvirubra,,Sutterella,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,0,0
1138,Sutterella wadsworthensis,,Sutterella,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,0,0
1139,Tannerella forsythia,SP,Tannerella,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,0,1
1140,Tatumella ptyseos,,Tatumella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,0,0
1141,Tetragenococcus halophilus,,Tetragenococcus,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,0,0
1142,Tetragenococcus solitarius,,Tetragenococcus,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,0,0
1143,Thauera terpenica,Ace,Thauera,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,1,0
1144,Thermomonas carbonis,,Thermomonas,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,0,0
1145,Thermus scotoductus,Ace,Thermus,Deinococcota,Deinococci,Thermales,Thermaceae,1,0
1146,Timonella senegalensis,,Timonella,Actinomycetota,Actinomycetes,Micrococcales,,0,0
1147,Tissierella praeacuta,Ace,Tissierella,Bacillota,Tissierellia,Tissierellales,Tissierellaceae,1,0
1148,Tissierella praeacuta,SP,Tissierella,Bacillota,Tissierellia,Tissierellales,Tissierellaceae,0,1
1149,Tissierella praeacuta,Lys,Tissierella,Bacillota,Tissierellia,Tissierellales,Tissierellaceae,1,0
1150,Trabulsiella guamensis,,Trabulsiella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
1151,Treponema berlinense,,Treponema,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,0,0
1152,Treponema succinifaciens,,Treponema,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,0,0
1153,Tropheryma whipplei,,Tropheryma,Actinomycetota,Actinomycetes,Micrococcales,Tropherymataceae,0,0
1154,Trueperella bernardiae,,Trueperella,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,0,0
1155,Tsukamurella spongiae,,Tsukamurella,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,0,0
1156,Tumebacillus permanentifrigoris,Lys,Tumebacillus,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,1,0
1157,Turicibacter sanguinis,,Turicibacter,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,0,0
1158,Tyzzerella-nexilis-DSM-1787-MAF-2,,Tyzzerella,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,0,0
1159,Ureaplasma parvum,,Ureaplasma,Mycoplasmatota,,Mycoplasmoidales,Mycoplasmoidaceae,0,0
1160,Ureaplasma urealyticum,,Ureaplasma,Mycoplasmatota,,Mycoplasmoidales,Mycoplasmoidaceae,0,0
1161,Ureibacillus thermosphaericus,,Ureibacillus,Bacillota,Bacilli,Bacillales,Planococcaceae,0,0
1162,Uruburuella suis,,Uruburuella,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,0,0
1163,Varibaculum cambriense,,Varibaculum,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,0,0
1164,Variovorax boronicumulans,Ace,Variovorax,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,1,0
1165,Variovorax paradoxus,,Variovorax,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,0,0
1166,Veillonella atypica,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1167,Veillonella dispar,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1168,Veillonella parvula,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1169,Veillonella ratti,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1170,Veillonella rogosae,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1171,Veillonella sp 3 1 44 MAF 2,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1172,Veillonella sp 6 1 27 MAF 2,SP,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,1
1173,Veillonella-sp-3-1-44-MAF-2,,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,0
1174,Veillonella-sp-6-1-27-MAF-2,,Veillonella,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,0,0
1175,Vibrio cincinnatiensis,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1176,Vibrio fluvialis,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1177,Vibrio furnissii,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1178,Vibrio mimicus,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1179,Vibrio natriegens,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1180,Vibrio parahaemolyticus,,Vibrio,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,0,0
1181,Victivallis vadensis,,Victivallis,Lentisphaerota,Lentisphaeria,Victivallales,Victivallaceae,0,0
1182,Virgibacillus proomii,Ace,Virgibacillus,Bacillota,Bacilli,Bacillales,Bacillaceae,1,0
1183,Wautersiella falsenii,Ace,Wautersiella,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,1,0
1184,Weissella cibaria,,Weissella,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,0,0
1185,Weissella confusa,,Weissella,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,0,0
1186,Weissella paramesenteroides,,Weissella,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,0,0
1187,Weissella viridescens,,Weissella,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,0,0
1188,Yersinia aleksiciae,Pro,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,1
1189,Yersinia bercovieri,Pro,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,1
1190,Yersinia enterocolitica,Pro,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,1
1191,Yersinia frederiksenii,Pro,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,1
1192,Yersinia kristensenii,Pro,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,1
1193,Yersinia pseudotuberculosis,,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1194,Yersinia rohdei,,Yersinia,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,0,0
1195,Yokenella regensburgei,,Yokenella,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,0,0
1196,Yonghaparkia alkaliphila,,Yonghaparkia,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,0,0
1197,,,Senegalimassilia,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,0,0
